00_method_chain,01_floor_state_energy_path_manifestation,02_supporting_floor_state_dynamic_probes,03_total_floor_state_dynamic_probes,04_floor_state_support_fraction,05_mean_floor_state_edge_current_ratio_1f2f_over_2f3f,06_boundary_reference_path_manifestation,07_boundary_reference_final_path_dominance,08_boundary_reference_edge_current_ratio,09_boundary_reference_mean_abs_av_alignment
QSM-QTE-FATE,1F-2F lower-interface indication,3,3,1.0,3.74518596576486,near-equal / no clear final path indication,-0.0003799758430651821,0.9831697222131804,0.7650680843379544
