case_id,case_name,event_name,input_scale,control_mode,source_file,floor_state_path_manifestation,floor_state_final_path_dominance,floor_state_edge_current_ratio,floor_state_mean_signed_av_corr,floor_state_mean_abs_av_corr,boundary_path_manifestation,boundary_final_path_dominance,boundary_edge_current_ratio,boundary_mean_signed_av_corr,boundary_mean_abs_av_corr,abs_corr_gain_from_floor_assimilation,signed_corr_gain_from_floor_assimilation,work_capacity_scale,mean_manifested_work_ratio,mean_unmanifested_work_margin,max_response_floor,method_chain,event_window_start_s,event_window_end_s,rows_loaded_after_stride,read_stride,data_preparation_seconds,probe_elapsed_sum_seconds,case_finalization_seconds
el_centro_050_uncontrolled,El Centro 0.50 — uncontrolled,El Centro,0.50,uncontrolled,elcentro_0p50_07312012_unc_donghua_converted.csv,1F-2F lower-interface indication,0.14022025430219104,3.7631553294294515,0.322514415152764,0.6154400558981449,near-equal / no clear final path indication,-0.0003799758430651821,0.9831697222131804,-0.038518715264442914,0.7650680843379544,-0.1496280284398095,0.3610331304172069,12.231488201454129,0.5069021589478847,0.4930978410521152,3F,QSM-QTE-FATE,51.1524,165.78560000000002,203578,5,2.566588800007594,76.70916719999514,3.7853946999966865
el_centro_050_passive_off,El Centro 0.50 — passive-off,El Centro,0.50,passive-off,elcentro_0p50_07312012_poff_donghua_converted.csv,1F-2F lower-interface indication,0.14956331189850006,2.0104463640368113,0.2580372098763449,0.5892913703515892,near-equal / no clear final path indication,-0.003239698829464778,0.9704017258759413,0.037321268079635185,0.737213082132285,-0.1479217117806958,0.2207159417967097,9.714970613634911,0.5552983195532576,0.4447016804467425,1F,QSM-QTE-FATE,1.6095499999999996,115.16145,117271,5,1.4628427999996347,43.448262999983854,3.0904037000000244
kobe_035_semi_active,Kobe 0.35 — semi-active,Kobe,0.35,semi-active,kobe_035_semi_active_avg_converted.csv,1F-2F lower-interface indication,0.5426350663123649,4.391883687183403,0.656291182145399,0.9184283661440458,near-equal / no clear final path indication,-0.007221184601902683,0.9584433045535167,-0.01593274667668704,0.6766302529812714,0.24179811316277433,0.6722239288220861,1.654114507076246,0.6108156340629378,0.3891843659370622,3F,QSM-QTE-FATE,7.597167989333119,31.025878928900834,16287,5,0.22680570000375155,11.941127900005085,2.778424799995264
morgan_hill_100_passive_off,Morgan Hill 1.00 — passive-off,Morgan Hill,1.00 (encoded as morgan_1),passive-off,morgan_1_p_off_avg_converted.csv,1F-2F lower-interface indication,0.07908639037874757,1.3684452623761558,0.7526765152748646,0.95163888066463,near-equal / no clear final path indication,-0.0036328626851605136,0.9576893250391322,0.04634522885750103,0.6990076372960706,0.25263124336855936,0.7063312864173635,1.8328530930360194,0.5524213579896404,0.4475786420103596,2F,QSM-QTE-FATE,4.754882796647551,16.700195280105866,16202,5,0.2295689000020502,11.63892830000259,2.8266910999955144
