00_method_chain,01_time_s,02_1f_evolved_av_next,03_1f_measured_av,04_1f_evolved_av_next_residual,05_1f_p_hit_pred,06_1f_signed_p_hit_pred,07_1f_w_hit_norm,08_1f_hit_work_capacity_norm,09_1f_displacement_side_work_norm,10_1f_work_capacity_margin_norm,11_1f_pos_hit_work_norm,12_1f_neg_hit_work_norm,13_1f_disp_env_norm,14_1f_hidden_work_proxy,15_1f_a_times_v_measured,16_1f_abs_a_times_v_measured,17_1f_u_measured,18_1f_measured_signed_work,19_2f_evolved_av_next,20_2f_measured_av,21_2f_evolved_av_next_residual,22_2f_p_hit_pred,23_2f_signed_p_hit_pred,24_2f_w_hit_norm,25_2f_hit_work_capacity_norm,26_2f_displacement_side_work_norm,27_2f_work_capacity_margin_norm,28_2f_pos_hit_work_norm,29_2f_neg_hit_work_norm,30_2f_disp_env_norm,31_2f_hidden_work_proxy,32_2f_a_times_v_measured,33_2f_abs_a_times_v_measured,34_2f_u_measured,35_2f_measured_signed_work,36_3f_evolved_av_next,37_3f_measured_av,38_3f_evolved_av_next_residual,39_3f_p_hit_pred,40_3f_signed_p_hit_pred,41_3f_w_hit_norm,42_3f_hit_work_capacity_norm,43_3f_displacement_side_work_norm,44_3f_work_capacity_margin_norm,45_3f_pos_hit_work_norm,46_3f_neg_hit_work_norm,47_3f_disp_env_norm,48_3f_hidden_work_proxy,49_3f_a_times_v_measured,50_3f_abs_a_times_v_measured,51_3f_u_measured,52_3f_measured_signed_work,53_path_w_1f_2f,54_path_w_2f_3f,55_state_fidelity_one_step,56_residual_norm
QSM-QTE-FATE,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0023786866686666,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009157508885160876,0.0,-0.0,0.0,0.2057653647120132,0.0,0.0,123.33231357701924,123.33231357701924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006825007267764761,0.0,123.33231357701924,123.33231357701924,0.1535942929131249,0.0,1.0,1.0,1.0,0.0
QSM-QTE-FATE,0.039,51.398203917975515,1.682490977067265e-15,-51.398203917975515,51.398203917975515,51.398203917975515,1.2861595476980826e-06,1.2861595476980826e-06,1.5033285466968516e-07,1.1358266930283974e-06,4.039409499137689e-06,0.0,0.0010248962817612146,0.9989751037182388,1.682490977067265e-15,1.682490977067265e-15,0.0023786866686666,0.015893876822554772,20.263887325607296,9.999043462535377,-10.264843863071919,20.263887325607296,20.263887325607296,1.8605447069726182e-05,1.8605447069726182e-05,1.3227573663855279e-06,1.728268970334065e-05,1.162416069819632e-05,2.5408398591595864e-05,0.0009796405110332393,0.9990203594889667,9.999043462535377,9.999043462535377,0.2057653647120132,0.061123365498892177,73.21652441945315,151.99485660542553,78.77833218597237,73.21652441945315,73.21652441945315,6.8355980793301e-05,6.8355980793301e-05,7.709312694785677e-06,6.064666809851532e-05,5.71511982527933e-05,8.145224280238287e-05,0.0008122042167992573,0.9991877957832007,151.99485660542553,151.99485660542553,0.1475387366754273,0.6429751144964518,1.0004597577449663,0.9995402422550337,0.4511262765325926,1.636992993227499
QSM-QTE-FATE,0.078,43.42740611275036,-132.85507349598203,-176.2824796087324,43.42740611275036,43.42740611275036,5.3200339892093106e-06,5.3200339892093106e-06,4.425491073895322e-07,4.877484881819778e-06,1.5812481383504077e-05,3.849266315334093e-08,0.003028912537532634,0.9969710874624673,-132.85507349598203,132.85507349598203,-0.0037065731712256,-0.04086315115682505,11.649141911829513,5.897446013235175e-12,-11.649141911823616,11.649141911829513,11.649141911829513,5.4831288952644713e-05,5.4831288952644713e-05,5.605655998491148e-06,4.922563295415357e-05,6.485394612783605e-05,4.7234591686868936e-05,0.000945946183438985,0.999054053816561,5.897446013235175e-12,5.897446013235175e-12,0.1937077280803605,-0.3940965783780865,-133.54693780309347,1.1627411929157976e-11,133.5469378031051,133.54693780309347,-133.54693780309347,0.00016859966470070652,0.00016859966470070652,1.9392697406895895e-05,0.00014920696729381062,0.00019629576666241877,0.0001502976400744358,0.0007610901451804489,0.9992389098548196,1.1627411929157976e-11,1.1627411929157976e-11,0.1535942929131249,0.48803409863046804,1.0011771511545653,0.9988228488454347,0.16000947213378042,1.4866659742082482
QSM-QTE-FATE,0.117,55.40685391194919,0.0,-55.40685391194919,55.40685391194919,55.40685391194919,9.105798701400343e-06,9.105798701400345e-06,7.385774645559978e-07,8.367221236844345e-06,2.702620598040024e-05,3.849266315334093e-08,0.0029150014675917426,0.9970849985324083,0.0,0.0,0.0023786866686666,-0.42620679760942365,8.068026857011194,-36.84114257247491,-44.9091694294861,8.068026857011194,8.068026857011194,6.62249920773424e-05,6.62249920773424e-05,1.2760976261332105e-05,5.3464015816010294e-05,8.883538812158171e-05,4.811742354910195e-05,0.0008864153906066337,0.9991135846093934,-36.84114257247491,36.84114257247491,0.1816500902845546,-0.8743882919812895,101.09501196063485,-231.35280095317307,-332.4478129138079,101.09501196063485,101.09501196063485,0.00028050242676664646,0.00028050242676664646,2.7667098246207696e-05,0.00025283532852043875,0.00028667127051778515,0.00027961738960618793,0.0008095013766461408,0.9991904986233539,-231.35280095317307,231.35280095317307,0.1596498484523306,-0.16664168756263525,1.001010887834514,0.9989891121654859,0.25027633085748413,1.1452333555751308
QSM-QTE-FATE,0.156,78.01413113151307,-0.0,-78.01413113151307,78.01413113151307,78.01413113151307,1.424249178416678e-05,1.424249178416678e-05,1.0279363252408177e-06,1.3214555458925962e-05,4.227231794878067e-05,3.849266315334093e-08,0.003095255091522504,0.9969047449084775,-0.0,0.0,0.0023786866686666,-0.7353008243532109,-6.645983895629332,9.999043462534859,16.645027358164192,6.645983895629332,-6.645983895629332,7.962132893060944e-05,7.962132893060944e-05,2.0837760135820835e-05,5.87835687947886e-05,9.751767519437427e-05,6.530284199327761e-05,0.0009157508885160876,0.9990842491114839,9.999043462534859,9.999043462534859,0.2057653647120132,-1.0689492300554455,-97.24143515484185,-0.0,97.24143515484185,97.24143515484185,-97.24143515484185,0.0003986845297883543,0.0003986845297883543,3.725026899300531e-05,0.000361434260795349,0.0003716343893678454,0.0004267436885829662,0.0008510417409962064,0.9991489582590037,-0.0,0.0,0.1657054042243669,0.27449843423501497,1.0015495611675396,0.9984504388324602,0.5265140090656233,0.7811914604488355
QSM-QTE-FATE,0.195,3.8159580776584496,-46.05910977830868,-49.87506785596713,3.8159580776584496,3.8159580776584496,1.6592300388621596e-05,1.6592300388621596e-05,1.2731233655872552e-06,1.531917702303434e-05,4.8693970620722714e-05,1.1166882755731814e-07,0.0029004628371187497,0.9970995371628812,-46.05910977830868,46.05910977830868,-0.0037065731712256,-1.1681240197778406,-4.113487889802447,-37.84997213068304,-33.73648424088059,4.113487889802447,-4.113487889802447,9.026309640454902e-05,9.026309640454902e-05,2.2905886261099646e-05,6.735721014344937e-05,9.983123992182274e-05,8.263762752333852e-05,0.0009157508885160876,0.9990842491114839,-37.84997213068304,37.84997213068304,0.2057653647120132,-1.3549256562093042,-15.961888426310084,0.0,15.961888426310084,15.961888426310084,-15.961888426310084,0.0004731791210161971,0.0004731791210161971,4.3871695715319997e-05,0.0004293074253008771,0.00047713238823734257,0.0004704274721650486,0.0008014467033682244,0.9991985532966318,0.0,0.0,0.1596498484523306,0.5231817227931157,1.0020030136537992,0.9979969863462009,0.24672761906916466,1.065038595860397
QSM-QTE-FATE,0.234,0.0,24.309593868698666,24.309593868698666,0.0,0.0,1.8373175171331615e-05,1.8373175171331615e-05,1.5701359225831605e-06,1.6803039248748455e-05,5.385099206872153e-05,1.4875405911740182e-07,0.003044095024808337,0.9969559049751917,24.309593868698666,24.309593868698666,0.0023786866686666,-1.7403540610942096,0.0,14.640865031068484,14.640865031068484,0.0,0.0,0.00010000958478308292,0.00010000958478308292,2.7500640488392463e-05,7.250894429469046e-05,0.00010993037702317308,9.187588761000921e-05,0.0011214566932415174,0.9988785433067585,14.640865031068484,14.640865031068484,0.2057653647120132,-1.5368830825612203,0.0,0.0,0.0,0.0,0.0,0.0005794936763704855,0.0005794936763704855,5.0075191504720594e-05,0.0005294184848657649,0.0005133505251720118,0.0006374679853377918,0.0008784226389709587,0.999121577361029,0.0,0.0,0.1596498484523306,0.3155915165576905,1.0023157620824594,0.9976842379175406,0.18778035448341826,1.075926996026069
QSM-QTE-FATE,0.273,30.70459487878881,0.0,-30.70459487878881,30.70459487878881,30.70459487878881,1.9807781375117484e-05,1.9807781375117484e-05,1.8411471866100023e-06,1.796663418850748e-05,5.808690542455953e-05,2.2092211343097392e-07,0.00285252240317669,0.9971474775968233,0.0,0.0,0.0023786866686666,-1.7939165888461106,6.023265380555501,-22.493708085892017,-28.516973466447517,6.023265380555501,6.023265380555501,0.00010495752541966221,0.00010495752541966221,3.196864253230726e-05,7.298888288735495e-05,0.00011695529569164282,9.544182396193375e-05,0.001088312639024269,0.9989116873609757,-22.493708085892017,22.493708085892017,0.2117941831442549,-1.5238015904031557,-81.9508015719241,-101.0295759139295,-19.078774342005403,81.9508015719241,-81.9508015719241,0.0006731975253437623,0.0006731975253437621,5.5209692975908826e-05,0.0006179878323678533,0.0006323912059277596,0.0007126297325073138,0.0008524613265572284,0.9991475386734427,-101.0295759139295,101.0295759139295,0.1657054042243669,-0.19997045517980594,1.00244342025032,0.9975565797496799,0.5697369121803325,1.2909566095648768
QSM-QTE-FATE,0.312,3.2583012130829623,0.0,-3.2583012130829623,3.2583012130829623,3.2583012130829623,2.5742718774608363e-05,2.5742718774608363e-05,1.959887674165629e-06,2.3782831100442736e-05,7.544228536696925e-05,2.2092211343097392e-07,0.0026730059325717798,0.9973269940674282,0.0,0.0,0.0023786866686666,-1.8077191660270988,-0.14053682084638006,-44.43686570432303,-44.296328883476654,0.14053682084638006,-0.14053682084638006,0.00011650927898722211,0.00011650927898722211,3.6576606394587474e-05,7.993267259263464e-05,0.0001331443627961503,0.00010287830852318775,0.0010305472191858294,0.9989694527808142,-44.43686570432303,44.43686570432303,0.2057653647120132,-1.4952352545623848,-5.1694058841546235,-0.0,5.1694058841546235,5.1694058841546235,-5.1694058841546235,0.0007545393974022498,0.0007545393974022497,6.745692445354605e-05,0.0006870824729487036,0.0007088452516460156,0.0007948209927815202,0.0008725859652408726,0.9991274140347591,-0.0,0.0,0.1596498484523306,-0.41076717336002555,1.0029621219460114,0.9970378780539882,0.6533683218575346,0.635238707399081
QSM-QTE-FATE,0.351,0.0,-0.36773856942430766,-0.36773856942430766,0.0,0.0,2.7761984148229315e-05,2.7761984148229315e-05,2.2219321838429268e-06,2.554005196438639e-05,8.126205746914566e-05,2.798008696871516e-07,0.0030138057732281252,0.9969861942267719,-0.36773856942430766,0.36773856942430766,0.0023786866686666,-1.6661129412218472,0.0,0.0,0.0,0.0,0.0,0.00012504045651884886,0.00012504045651884888,3.978448225205317e-05,8.525597426679571e-05,0.00014799978180897252,0.00010621703322769276,0.0010391709951729487,0.9989608290048271,0.0,0.0,0.2057653647120132,-1.501840293849696,-0.0,172.8569372028379,172.8569372028379,0.0,-0.0,0.0008364985488859451,0.0008364985488859451,7.35063590986738e-05,0.0007629921897872714,0.000789262846125236,0.0008778999790283857,0.0008190008653089721,0.999180999134691,172.8569372028379,172.8569372028379,0.1657054042243669,0.12094493173487028,1.003146960092864,0.9968530399071361,0.4894182469948598,1.6610742200537678
