00_method_chain,01_floor_state_energy_path_manifestation,02_supporting_floor_state_dynamic_probes,03_total_floor_state_dynamic_probes,04_floor_state_support_fraction,05_mean_floor_state_edge_current_ratio_1f2f_over_2f3f,06_boundary_reference_path_manifestation,07_boundary_reference_final_path_dominance,08_boundary_reference_edge_current_ratio,09_boundary_reference_mean_abs_av_alignment
QSM-QTE-FATE,1F-2F lower-interface indication,3,3,1.0,1.9965945308852298,near-equal / no clear final path indication,-0.003239698829464778,0.9704017258759413,0.737213082132285
